ifi_district_name,ifi_state_context,lgd_state_code,lgd_state_name,lgd_district_code,lgd_district_name,census_2001_code,census_2011_code,census_boundary_district,census_boundary_state,censuscode,match_class,verification_status,historical_boundary_status,mapping_method,mapping_confidence,notes
Marigaon,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,18.0,Assam,296.0,Marigaon,9.0,304.0,Marigaon,Assam,304.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mathura,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,167.0,Mathura,14.0,145.0,Mathura,Uttar Pradesh,145.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mau,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,9.0,Uttar Pradesh,168.0,Mau,62.0,192.0,Mau,Uttar Pradesh,192.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mayurbhanj,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,21.0,Odisha,365.0,Mayurbhanj,7.0,376.0,Mayurbhanj,Odisha,376.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Medak,Andhra Pradesh; Maharashtra; Telangana,36.0,Telangana,513.0,Medak,4.0,535.0,Medak,Andhra Pradesh,535.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Medchal Malkajgiri,Andhra Pradesh; Maharashtra; Telangana,36.0,Telangana,700.0,Medchal Malkajgiri,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Meerut,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,9.0,Uttar Pradesh,169.0,Meerut,7.0,138.0,Meerut,Uttar Pradesh,138.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mirpur,Arunachal Pradesh; Assam; Delhi; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Mirzapur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,170.0,Mirzapur,69.0,199.0,Mirzapur,Uttar Pradesh,199.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Moga,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3.0,Punjab,38.0,Moga,10.0,42.0,Moga,Punjab,42.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mokokchung,Nagaland,13.0,Nagaland,246.0,Mokokchung,3.0,262.0,Mokokchung,Nagaland,262.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mon,Nagaland,13.0,Nagaland,247.0,Mon,1.0,261.0,Mon,Nagaland,261.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Moradabad,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,171.0,Moradabad,4.0,135.0,Moradabad,Uttar Pradesh,135.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Morbi,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24.0,Gujarat,673.0,Morbi,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Morena,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,23.0,Madhya Pradesh,417.0,Morena,2.0,419.0,Morena,Madhya Pradesh,419.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Most Upper Lower Subansiri,Arunachal Pradesh,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Most of the districts,Andhra Pradesh; Gujarat,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Most parts,Uttar Pradesh,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Mudigere,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Mulugu,Andhra Pradesh; Maharashtra; Telangana,36.0,Telangana,720.0,Mulugu,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Mumbai,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,27.0,Maharashtra,482.0,Mumbai,23.0,519.0,Mumbai,Maharashtra,519.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mumbai (Colaba),Maharashtra,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Mumbai Suburban,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,27.0,Maharashtra,483.0,Mumbai Suburban,22.0,518.0,Mumbai Suburban,Maharashtra,518.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Mungeli,Chhattisgarh,22.0,Chhattisgarh,647.0,Mungeli,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Munger,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10.0,Bihar,207.0,Munger,24.0,226.0,Munger,Bihar,226.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
